1528288412422,860,[TC] - DAMsl_Normal_Workflow_SingleUser_HappyPath,,"Number of samples in transaction : 4, number of failing samples : 2",[TG]-DAMsl_Normal_Workflow_Single_user 1-1,,false,,789,756,1,1,860,53,335
1528288586631,638,GET Repo,200,Endpoint is working and returned a result.The Response data looks as per compliance.,[TG]-DAMsl_Normal_Workflow_Single_user 1-1,text,false,"javax.script.ScriptException: groovy.lang.MissingMethodException: No signature of method: org.apache.jmeter.threads.JMeterVariables.put() is applicable for argument types: (java.lang.String, java.lang.Integer) values: [condition, 1]
Possible solutions: put(java.lang.String, java.lang.String), get(java.lang.String), putAt(java.lang.String, java.lang.Object), wait(), dump(), any()",351,332,1,1,638,0,375
1528288587308,292,Plumbing_POST_Pull_${TestCaseId1},200,Endpoint is working and returned a result.The Response data looks as per compliance.,[TG]-DAMsl_Normal_Workflow_Single_user 1-1,text,false,javax.script.ScriptException: groovy.lang.MissingPropertyException: No such property: jsonResponse for class: Script549,438,424,1,1,292,0,0
1528288586631,930,[TC] - DAMsl_Normal_Workflow_SingleUser_HappyPath,,"Number of samples in transaction : 4, number of failing samples : 2",[TG]-DAMsl_Normal_Workflow_Single_user 1-1,,false,,789,756,1,1,930,46,375
1528292095281,29728,Plumbing_POST - Add_CompleteURI_TC-92_01,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,[TG] - DAMSL_Plumbing_POST_Add 1-1,text,false,"Expected <response code> [200] but we got instead [Non HTTP response code: java.net.SocketException]

URL: http://internal-c0000deb-cx-batch-242855355.us-east-1.elb.amazonaws.com/damsl/v1/rest/git-fs/add/test-layouts5?all=TRUE&force=FALSE&update=FALSE&path=pks-dir

JSON RESPONSE: null

REQUEST HEADERS: Connection: keep-alive
x-gitfs-workspace: ewolf
Content-Type: application/x-www-form-urlencoded
Content-Length: 46
Host: internal-c0000deb-cx-batch-242855355.us-east-1.elb.amazonaws.com
User-Agent: Apache-HttpClient/4.5.5 (Java/1.8.0_171)


",http://internal-c0000deb-cx-batch-242855355.us-east-1.elb.amazonaws.com/damsl/v1/rest/git-fs/add/test-layouts5?all=TRUE&force=FALSE&update=FALSE&path=pks-dir,1,1,0
1528292152742,1158,Plumbing_POST - Add_CompleteURI_TC-92_01,200,Endpoint is working and returned a result.The Response data looks as per compliance.,[TG] - DAMSL_Plumbing_POST_Add 1-1,text,true,,http://internal-c0000deb-cx-batch-242855355.us-east-1.elb.amazonaws.com/damsl/v1/rest/git-fs/add/test-layouts5?all=TRUE&force=FALSE&update=FALSE&path=pks-dir,1,0,0
1528292153953,892,Plumbing_POST - Add_with_allTC-92_08,200,Endpoint is working and returned a result.The Response data looks as per compliance.,[TG] - DAMSL_Plumbing_POST_Add 1-1,text,true,,http://internal-c0000deb-cx-batch-242855355.us-east-1.elb.amazonaws.com/damsl/v1/rest/git-fs/add/test-layouts5?all=FALSE&force=FALSE&update=FALSE,1,0,0
1528292154852,2241,Plumbing_POST - Add_with_path_TC-92_15,200,Endpoint is working and returned a result.The Response data looks as per compliance.,[TG] - DAMSL_Plumbing_POST_Add 1-1,text,true,,http://internal-c0000deb-cx-batch-242855355.us-east-1.elb.amazonaws.com/damsl/v1/rest/git-fs/add/test-layouts5?force=FALSE&update=FALSE&path=pks-dir,1,0,0
1528292157096,1223,Plumbing_POST - Add_only_allTC-92_22,200,Endpoint is working and returned a result.The Response data looks as per compliance.,[TG] - DAMSL_Plumbing_POST_Add 1-1,text,true,,http://internal-c0000deb-cx-batch-242855355.us-east-1.elb.amazonaws.com/damsl/v1/rest/git-fs/add/test-layouts5?all=,1,0,0
1528292158322,594,Plumbing_POST - Add_only_path_TC-92_29,200,Endpoint is working and returned a result.The Response data looks as per compliance.,[TG] - DAMSL_Plumbing_POST_Add 1-1,text,true,,http://internal-c0000deb-cx-batch-242855355.us-east-1.elb.amazonaws.com/damsl/v1/rest/git-fs/add/test-layouts5?path=,1,0,0
1528292158920,1039,Plumbing_POST - Add_multiple_path_TC-92_36,200,Endpoint is working and returned a result.The Response data looks as per compliance.,[TG] - DAMSL_Plumbing_POST_Add 1-1,text,true,,http://internal-c0000deb-cx-batch-242855355.us-east-1.elb.amazonaws.com/damsl/v1/rest/git-fs/add/test-layouts5?path=test-dir&path=text003.txt&path=new-dir/test_03.txt,1,0,0
1528292152741,7147,[TC] - Plumbing_ POST_Add,200,"Number of samples in transaction : 6, number of failing samples : 0",[TG] - DAMSL_Plumbing_POST_Add 1-1,,true,,null,1,0,74
